,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2909,Shelton Mitchell\shelton-mitchell-1,2015,2018,Total,Total,93,2501,26.9,2.9,7.1,2.0,4.6,0.9,2.5,2.3,2.9,0.3,2.1,2.4,3.5,0.5,0.1,2.0,1.4,9.1
2910,Daniel Munoz\daniel-munoz-1,2010,2013,American,Patriot,124,3332,26.9,2.1,5.7,1.3,3.5,0.7,2.2,1.5,2.0,0.2,1.8,2.0,3.0,0.6,0.1,1.8,1.7,6.4
2911,Maxx Nakwaasah\maxx-nakwaasah-1,2010,2011,Centenary (LA),Summit,59,1586,26.9,3.2,8.4,2.4,5.6,0.8,2.8,2.4,3.3,1.5,3.5,5.1,1.1,0.8,0.1,2.3,2.7,9.6
2912,Julysses Nobles\julysses-nobles-1,2010,2014,Total,Total,122,3286,26.9,3.0,7.6,2.0,4.8,1.0,2.8,2.4,3.6,0.4,2.7,3.0,3.1,1.3,0.1,2.3,2.4,9.3
2913,De'Edrick Petty\deedrick-petty-1,2017,2018,Alabama A&M,SWAC,58,1558,26.9,3.1,9.1,1.9,4.4,1.2,4.6,3.6,4.8,0.4,2.2,2.6,1.5,0.5,0.2,2.3,1.9,11.0
2914,Jakob Poeltl\jakob-poeltl-1,2015,2016,Utah,Pac-12,70,1885,26.9,5.1,7.7,5.1,7.7,0.0,0.0,3.1,5.2,2.8,5.2,8.0,1.3,0.5,1.7,1.8,2.4,13.3
2915,Giddy Potts\giddy-potts-1,2015,2018,Middle Tennessee,CUSA,134,3610,26.9,4.2,9.3,2.0,4.2,2.1,5.1,1.8,2.3,0.6,3.7,4.3,1.5,1.1,0.2,1.3,2.4,12.3
2916,Keith Ramsey\keith-ramsey-1,2010,2010,Missouri,Big 12,34,913,26.9,2.6,4.5,2.4,4.2,0.1,0.3,1.2,1.9,2.4,3.4,5.8,1.4,1.6,1.1,1.7,2.1,6.4
2917,Darreon Reddick\darreon-reddick-1,2015,2018,Tennessee State,OVC,121,3259,26.9,2.4,6.7,1.4,3.7,1.0,3.0,1.7,2.3,0.4,2.3,2.7,1.4,0.6,0.1,1.6,1.8,7.4
2918,Angel Rivera\angel-rivera-2,2015,2018,Stetson,A-Sun,127,3422,26.9,2.3,5.3,1.4,2.9,0.8,2.4,2.1,2.9,0.5,2.3,2.8,4.6,0.9,0.0,1.6,2.3,7.4
2919,Galen Robinson Jr.\galen-robinsonjr-1,2016,2018,Houston,AAC,99,2667,26.9,2.4,5.7,2.0,4.4,0.4,1.3,1.2,1.8,0.3,2.4,2.7,4.0,1.1,0.1,1.7,1.9,6.3
2920,Broderick Robinson\broderick-robinson-1,2017,2018,Missouri-Kansas City,WAC,66,1774,26.9,2.5,6.4,0.9,2.3,1.5,4.1,1.2,1.8,0.9,3.5,4.4,1.8,1.2,0.1,1.4,1.9,7.7
2921,Larry Sanders\larry-sanders-1,2010,2010,Virginia Commonwealth,CAA,35,941,26.9,5.6,10.5,5.5,10.0,0.1,0.5,3.1,4.8,3.0,6.1,9.1,1.0,0.7,2.6,1.7,2.9,14.4
2922,Trevis Simpson\trevis-simpson-1,2011,2013,North Carolina-Greensboro,Southern,86,2315,26.9,5.7,14.1,3.9,8.7,1.8,5.4,3.2,4.3,1.3,2.8,4.0,1.0,0.7,0.2,2.0,2.8,16.4
2923,Robin Smeulders\robin-smeulders-1,2010,2010,Portland,WCC,32,860,26.9,4.3,8.4,4.3,8.4,0.0,0.0,3.8,5.2,2.3,4.0,6.3,1.3,0.5,0.4,1.8,2.5,12.3
2924,Ryan Spangler\ryan-spangler-1,2012,2016,Total,Total,127,3414,26.9,3.3,5.8,3.0,4.8,0.4,1.0,1.6,2.4,2.4,5.3,7.7,1.3,0.5,0.7,1.2,2.2,8.6
2925,Deon Thompson\deon-thompson-1,2010,2010,North Carolina,ACC,37,994,26.9,5.3,10.9,5.3,10.9,0.0,0.1,3.1,4.5,2.9,3.8,6.7,0.8,1.1,1.0,1.8,2.2,13.7
2926,Mikey Thompson\mikey-thompson-1,2013,2016,Boise State,MWC,126,3394,26.9,2.9,6.9,2.3,5.2,0.6,1.7,2.7,3.5,0.5,1.8,2.2,2.4,0.7,0.0,1.7,1.5,9.0
2927,Nick Thompson\nick-thompson-1,2011,2013,Total,Total,49,1317,26.9,3.1,6.7,2.7,5.5,0.4,1.2,1.2,1.9,1.3,5.0,6.3,3.2,0.8,0.1,2.7,1.6,8.0
2928,Varez Ward\varez-ward-1,2010,2012,Total,Total,30,808,26.9,2.6,7.4,1.9,4.6,0.7,2.8,3.0,4.7,0.7,2.5,3.1,3.7,1.1,0.2,2.6,1.9,8.8
2929,Mitchell Wilbekin\mitchell-wilbekin-1,2015,2018,Wake Forest,ACC,119,3196,26.9,2.3,6.3,0.6,2.0,1.7,4.3,1.2,1.5,0.3,1.7,2.0,1.5,0.8,0.0,0.7,1.9,7.5
2930,Deng Adel\deng-adel-1,2016,2018,Louisville,ACC,89,2386,26.8,3.9,9.0,2.8,5.7,1.1,3.3,2.2,2.9,0.6,3.5,4.1,2.0,0.5,0.3,1.7,1.5,11.2
2931,Cole Aldrich\cole-aldrich-1,2010,2010,Kansas,Big 12,36,963,26.8,4.1,7.4,4.1,7.4,0.0,0.0,3.0,4.4,3.1,6.8,9.8,0.9,0.8,3.5,1.6,2.6,11.3
2932,Seth Allen\seth-allen-1,2013,2017,Total,ACC,123,3297,26.8,3.9,9.1,2.4,4.8,1.5,4.3,2.7,3.6,0.2,2.2,2.4,2.7,0.9,0.2,2.4,2.1,12.1
2933,Mitchell Anderson\mitchell-anderson-1,2012,2013,Arkansas-Pine Bluff,SWAC,63,1687,26.8,3.7,9.1,3.0,6.6,0.7,2.6,1.5,2.6,1.8,3.8,5.6,1.1,1.0,1.4,1.7,1.9,9.6
2934,Kodi Augustus\kodi-augustus-1,2010,2011,Mississippi State,SEC,65,1740,26.8,3.3,7.6,2.3,4.7,1.0,2.9,3.0,3.7,1.8,4.5,6.3,1.2,0.5,0.9,2.3,2.7,10.5
2935,Art Bernardi\art-bernardi-1,2012,2013,Houston Baptist,GWC,53,1420,26.8,5.2,10.9,4.8,9.8,0.4,1.2,2.8,4.1,2.1,3.9,6.0,1.2,1.2,0.6,2.3,2.9,13.6
2936,Justin Bibbins\justin-bibbins-1,2015,2018,Total,Total,134,3590,26.8,3.1,7.3,1.6,3.7,1.5,3.7,2.6,3.1,0.4,2.1,2.5,3.8,1.0,0.0,1.9,2.2,10.4
2937,Connor Boehm\connor-boehm-1,2013,2016,Dartmouth,Ivy,112,3007,26.8,4.1,8.1,3.6,6.8,0.4,1.2,1.5,2.3,2.0,3.3,5.3,1.2,0.5,0.1,1.7,2.5,10.1
2938,Jamar Briscoe\jamar-briscoe-1,2011,2012,Charlotte,A-10,59,1582,26.8,3.3,8.6,1.9,4.7,1.3,3.9,2.0,2.6,0.4,2.6,3.0,2.1,1.2,0.0,2.0,1.9,9.8
2939,Greg Brown\greg-brown-4,2013,2016,Saint Francis (PA),NEC,120,3221,26.8,2.6,6.4,2.0,4.4,0.6,2.0,1.3,1.9,0.4,2.3,2.7,2.4,0.8,0.2,1.6,2.2,7.1
2940,Kory Brown\kory-brown-1,2013,2016,North Dakota State,Summit,125,3344,26.8,2.8,5.5,2.5,4.6,0.3,0.8,1.6,2.3,1.2,3.4,4.6,2.0,1.1,0.7,1.6,2.9,7.5
2941,Marc Brown\marc-brown-1,2012,2015,Illinois-Chicago,Horizon,128,3427,26.8,2.3,6.6,1.6,4.1,0.8,2.4,2.5,3.2,1.1,2.0,3.0,1.2,0.7,0.1,1.5,2.1,8.0
2942,Sherwood Brown\sherwood-brown-1,2011,2013,Florida Gulf Coast,A-Sun,92,2461,26.8,4.4,9.5,2.8,5.3,1.6,4.2,1.7,2.6,1.5,3.8,5.4,0.8,1.1,0.3,1.4,2.1,12.2
2943,Wendell Carter Jr.\wendell-carterjr-1,2018,2018,Duke,ACC,37,993,26.8,4.8,8.6,4.3,7.4,0.5,1.2,3.4,4.5,2.9,6.1,9.1,2.0,0.8,2.1,2.0,2.8,13.5
2944,Kyron Cartwright\kyron-cartwright-1,2015,2018,Providence,Big East,136,3638,26.8,2.9,7.1,2.2,5.1,0.7,2.0,1.7,2.3,0.3,2.2,2.5,4.8,1.0,0.0,2.0,1.8,8.1
2945,Rodney Cooper\rodney-cooper-1,2012,2015,Alabama,SEC,131,3514,26.8,3.1,7.5,2.0,4.2,1.1,3.4,1.4,1.9,1.3,2.5,3.9,1.2,0.6,0.2,1.4,2.4,8.6
2946,Cody Demps\cody-demps-1,2013,2016,Sacramento State,Big Sky,114,3055,26.8,2.8,6.1,2.4,4.8,0.3,1.3,2.1,3.0,1.0,2.9,3.9,2.5,0.8,0.2,1.8,2.4,8.0
2947,Torin Dorn\torin-dorn-1,2015,2018,Total,Total,97,2596,26.8,4.5,8.8,3.8,6.5,0.8,2.3,2.0,2.9,1.4,3.5,4.9,1.2,0.7,0.2,1.7,1.6,11.8
2948,DK Eldridge\dk-eldridge-1,2014,2015,New Mexico State,WAC,70,1875,26.8,3.5,8.1,2.4,4.8,1.1,3.3,1.6,2.5,1.2,2.4,3.6,2.1,0.8,0.2,1.7,2.0,9.7
2949,Rodney Elliott\rodney-elliott-2,2014,2017,Maryland-Baltimore County,AEC,86,2303,26.8,3.7,8.4,2.3,4.5,1.4,4.0,3.3,4.5,0.7,2.3,3.0,2.9,0.9,0.0,2.5,2.9,12.0
2950,Jeff Elorriaga\jeff-elorriaga-1,2011,2014,Boise State,Total,116,3111,26.8,2.2,5.2,0.3,0.8,1.9,4.5,0.5,0.7,0.2,2.1,2.3,1.5,0.8,0.0,0.6,1.8,6.8
2951,Nana Foulland\nana-fouland-1,2015,2018,Bucknell,Patriot,134,3586,26.8,5.2,9.0,5.2,9.0,0.0,0.0,2.7,5.0,2.2,4.6,6.8,1.0,0.6,1.6,1.8,2.7,13.1
2952,Ahmad Frost\ahmad-frost-1,2016,2018,Maryland-Eastern Shore,MEAC,53,1422,26.8,2.7,7.4,1.3,3.2,1.4,4.2,0.9,1.4,0.5,1.8,2.4,2.1,0.9,0.0,1.7,2.4,7.7
2953,Cole Gentry\cole-gentry-1,2017,2018,Total,Total,35,937,26.8,2.5,6.3,1.4,2.9,1.2,3.4,1.2,1.5,0.3,2.3,2.6,2.4,1.1,0.0,1.3,1.5,7.5
2954,Quentin Goodin\quentin-goodin-1,2017,2018,Xavier,Big East,73,1955,26.8,2.4,6.0,2.0,4.4,0.4,1.6,1.6,2.2,0.2,2.3,2.5,4.1,0.9,0.2,2.1,2.1,6.8
2955,Mark Gray\mark-gray-1,2016,2016,Grambling,SWAC,31,830,26.8,2.1,5.2,1.5,3.1,0.6,2.1,2.0,2.9,1.0,3.5,4.5,0.5,0.5,0.2,1.7,2.2,6.8
2956,Stephen Hall\stephen-hall-1,2010,2012,Jacksonville State,OVC,77,2062,26.8,3.8,8.2,3.6,7.6,0.1,0.6,2.1,3.1,1.9,3.2,5.1,1.0,0.6,0.5,1.8,2.8,9.8
2957,Ashley Hamilton\ashley-hamilton-1,2010,2013,Loyola Marymount,WCC,107,2866,26.8,3.6,8.1,3.3,7.0,0.3,1.1,3.0,4.1,1.8,4.1,5.9,0.9,0.7,0.5,2.6,2.9,10.6
2958,Fabyon Harris\fabyon-harris-1,2013,2014,Texas A&M,SEC,62,1663,26.8,3.1,7.0,1.9,3.9,1.2,3.2,1.7,2.1,0.6,1.6,2.2,1.5,1.0,0.0,1.4,1.7,9.2
2959,Joel Hernandez\joel-hernandez-1,2014,2018,Long Island University,NEC,113,3025,26.8,4.6,10.4,3.8,7.9,0.8,2.6,2.5,4.2,1.5,3.4,4.9,1.4,0.7,0.3,1.9,2.2,12.6
2960,Darrun Hilliard\darrun-hilliard-1,2012,2015,Villanova,Big East,132,3537,26.8,3.7,8.5,2.1,4.2,1.6,4.3,2.4,3.2,0.5,2.5,3.0,1.9,1.3,0.4,1.6,2.1,11.4
2961,Mike Holloway\mike-holloway-1,2016,2018,Fairleigh Dickinson,NEC,93,2493,26.8,4.4,8.2,4.3,8.0,0.1,0.3,2.5,3.7,2.7,3.7,6.3,1.0,0.7,0.8,1.9,3.5,11.4
2962,Eli Holman\eli-holman-1,2010,2012,Detroit Mercy,Horizon,89,2386,26.8,4.6,7.5,4.6,7.5,0.0,0.0,2.3,3.6,3.2,5.4,8.6,0.8,0.7,1.8,1.8,3.1,11.5
2963,Randal Holt\randal-holt-1,2010,2013,Kent State,MAC,135,3618,26.8,3.5,9.0,1.7,3.9,1.8,5.1,1.6,2.0,0.4,1.9,2.3,2.1,1.1,0.1,1.6,1.5,10.5
2964,Casey Jones\casey-jones-1,2013,2017,Chattanooga,Southern,119,3187,26.8,4.3,8.4,4.1,7.7,0.2,0.7,2.4,3.4,2.3,3.3,5.6,1.8,1.0,0.8,2.3,2.5,11.1
2965,Chris Jones\chris-jones-4,2012,2014,North Texas,Total,66,1769,26.8,3.6,8.7,3.2,7.2,0.4,1.5,2.2,3.3,0.7,3.3,4.0,4.3,1.9,0.1,2.7,2.3,9.8
2966,Kodi Justice\kodi-justice-1,2015,2018,Arizona State,Pac-12,115,3082,26.8,3.1,7.2,1.2,2.5,1.9,4.7,1.0,1.4,0.3,2.0,2.3,2.2,1.0,0.3,1.5,2.3,9.1
2967,Saben Lee\saben-lee-1,2018,2018,Vanderbilt,SEC,32,857,26.8,3.6,7.8,2.9,5.4,0.7,2.3,2.7,3.7,0.7,2.3,3.0,3.1,1.2,0.2,2.2,2.4,10.6
2968,Cody Martin\cody-martin-1,2015,2018,Total,Total,88,2355,26.8,3.4,6.8,3.2,6.1,0.2,0.7,1.7,2.6,1.6,3.0,4.6,3.0,1.2,0.8,1.6,2.2,8.7
2969,Sidy N'Dir\sidy-ndir-2,2017,2018,New Mexico State,WAC,43,1153,26.8,2.9,6.6,1.8,3.5,1.0,3.1,2.2,3.0,0.8,2.1,2.9,1.6,0.6,0.5,1.5,2.0,9.0
2970,Jake O'Brien\jake-obrien-1,2010,2013,Total,Total,84,2253,26.8,4.0,9.4,2.4,5.3,1.6,4.1,1.8,2.4,1.7,3.3,5.0,0.5,0.6,1.0,1.4,2.7,11.5
2971,Eugene Phelps\eugene-phelps-1,2010,2012,Long Beach State,Big West,101,2704,26.8,3.5,7.1,3.5,6.8,0.0,0.3,2.1,3.8,2.4,3.6,5.9,1.0,0.6,0.7,1.9,2.5,9.1
2972,Gary Redus\gary-redus-2,2010,2011,South Alabama,Sun Belt,55,1474,26.8,2.7,7.3,1.7,4.3,1.0,2.9,2.0,2.6,0.8,2.5,3.2,1.9,0.8,0.9,1.7,2.3,8.5
2973,Terry Rozier\terry-rozier-1,2014,2015,Louisville,Total,73,1959,26.8,4.2,10.3,3.1,6.8,1.2,3.5,2.4,3.1,1.0,3.3,4.3,2.4,1.5,0.1,1.4,1.6,12.0
2974,Chris Smith\chris-smith-4,2011,2012,Louisville,Big East,75,2008,26.8,3.2,7.4,1.8,3.9,1.4,3.5,1.8,2.5,1.3,2.8,4.1,2.2,0.9,0.0,1.4,1.4,9.5
2975,A.J. Spencer\aj-spencer-2,2014,2016,Long Beach State,Big West,67,1796,26.8,3.4,7.6,2.8,5.5,0.7,2.1,1.1,1.5,0.9,2.2,3.1,1.6,0.4,0.1,1.0,2.2,8.6
2976,Ahmad Starks\ahmad-starks-1,2011,2015,Total,Total,130,3478,26.8,3.4,9.1,1.6,4.1,1.8,5.0,0.9,1.1,0.2,1.5,1.7,2.2,1.0,0.0,1.3,1.7,9.6
2977,Demarquelle Tabb\demarquelle-tabb-1,2011,2014,Alabama A&M,SWAC,112,3004,26.8,4.0,8.2,4.0,8.1,0.0,0.1,2.6,4.5,2.5,4.8,7.3,1.1,1.0,1.6,1.7,3.0,10.5
2978,Danero Thomas\danero-thomas-1,2010,2010,Murray State,OVC,36,963,26.8,3.9,9.3,2.9,6.1,1.1,3.3,1.3,2.1,1.5,2.8,4.3,2.5,1.7,0.7,1.5,2.0,10.1
2979,Koby Thomas\koby-thomas-1,2018,2018,Robert Morris,NEC,33,885,26.8,4.4,10.0,3.8,7.6,0.6,2.4,2.6,4.1,2.2,4.7,6.9,0.6,0.6,0.2,1.9,1.8,12.0
2980,Brandon Triche\brandon-triche-1,2010,2013,Syracuse,Big East,147,3938,26.8,3.6,8.4,2.5,4.9,1.2,3.5,2.2,2.9,1.0,1.6,2.6,3.0,1.0,0.1,2.1,1.7,10.6
2981,Fred VanVleet\fred-van-vleet-1,2013,2016,Wichita State,MVC,141,3775,26.8,3.3,7.7,2.3,5.1,1.0,2.6,2.6,3.3,0.6,2.7,3.3,4.5,1.6,0.1,1.5,1.5,10.2
2982,Rodney Williams\rodney-williams-5,2014,2017,Drexel,CAA,114,3055,26.8,3.7,7.5,3.7,7.4,0.0,0.1,2.8,4.2,2.1,3.9,6.0,1.1,0.4,1.1,1.6,3.4,10.2
2983,Julian Batts\julian-batts-1,2017,2018,Long Island University,NEC,67,1789,26.7,2.3,5.6,1.0,2.3,1.3,3.3,1.3,1.7,0.4,2.9,3.3,2.0,1.1,0.1,1.2,2.5,7.3
2984,Kadeem Batts\kadeem-batts-1,2011,2014,Providence,Big East,122,3257,26.7,3.7,8.4,3.6,8.0,0.1,0.3,3.0,4.3,2.9,3.5,6.4,0.8,0.5,0.6,1.6,3.4,10.6
2985,Julian Boyd\julian-boyd-1,2011,2013,Long Island University,NEC,74,1979,26.7,5.7,10.6,5.3,9.3,0.4,1.3,3.7,5.5,2.6,6.2,8.8,1.1,0.8,0.7,1.9,2.8,15.6
2986,DaQuan Bracey\daquan-bracey-1,2017,2018,Louisiana Tech,CUSA,58,1546,26.7,3.9,8.6,3.1,6.3,0.8,2.3,1.9,2.9,0.7,1.7,2.3,5.1,0.9,0.1,2.0,1.9,10.5
2987,Jordon Bronner\jordon-bronner-1,2011,2014,New Hampshire,AEC,117,3128,26.7,1.9,5.2,1.2,2.8,0.7,2.4,1.4,2.0,0.3,1.6,1.9,2.2,0.7,0.0,1.1,2.2,5.9
2988,Aaron (Gordo) Castillo\aaron-gordo-castillo-1,2011,2011,New Mexico State,WAC,32,854,26.7,2.8,6.6,0.8,1.4,2.1,5.2,1.3,1.5,0.7,2.0,2.7,0.9,0.7,0.1,1.0,1.7,9.1
2989,Jeremy Combs\jeremy-combs-1,2015,2018,Total,Total,82,2193,26.7,4.3,7.5,4.3,7.4,0.0,0.0,2.7,5.0,2.7,5.1,7.8,0.5,1.1,0.7,1.7,2.9,11.4
2990,Zack Denny\zack-denny-1,2014,2017,Bowling Green State,MAC,101,2699,26.7,3.7,9.1,2.3,5.1,1.4,4.0,1.7,2.2,1.1,4.1,5.3,0.9,1.5,0.2,1.2,1.8,10.6
2991,Justin Fry\justin-fry-1,2011,2011,Maryland-Baltimore County,AEC,30,801,26.7,3.5,7.4,3.4,7.0,0.1,0.4,2.2,2.9,2.2,3.8,6.0,1.3,0.6,0.5,1.5,2.5,9.2
2992,Frank Gaines\frank-gaines-1,2010,2013,Fort Wayne,Summit,123,3287,26.7,4.9,11.1,3.8,7.6,1.1,3.5,4.1,5.5,1.1,3.4,4.6,0.9,1.1,0.5,1.8,2.5,15.0
2993,Josh Gantz\josh-gantz-1,2016,2018,Massachusetts-Lowell,AEC,59,1578,26.7,2.7,6.1,1.9,3.4,0.8,2.6,0.9,1.4,1.2,2.6,3.8,2.0,0.9,1.0,1.5,3.2,7.2
2994,Lawrence Ghoram\lawrence-ghoram-1,2010,2010,Rice,CUSA,31,828,26.7,2.9,6.7,2.4,5.1,0.6,1.5,1.6,2.7,1.5,2.2,3.7,1.2,0.6,0.4,1.5,2.6,8.1
2995,James Granstra\james-granstra-1,2010,2010,Western Illinois,Summit,30,802,26.7,2.4,4.6,2.4,4.6,0.0,0.0,1.5,2.6,1.4,3.7,5.1,0.6,0.4,2.5,1.1,2.3,6.3
2996,Jeremy Hence\jeremy-hence-1,2010,2011,Army,Patriot,59,1578,26.7,3.8,7.9,3.0,5.4,0.8,2.5,1.9,2.9,1.9,2.8,4.7,1.4,0.6,0.4,1.9,1.9,10.4
2997,Donald Hicks\donald-hicks-1,2017,2018,Radford,Big South,68,1817,26.7,2.7,7.4,1.2,3.6,1.5,3.9,1.0,1.3,1.1,2.4,3.5,1.3,0.6,0.0,1.4,2.4,7.9
2998,Connor Hill\connor-hill-1,2012,2015,Idaho,Total,124,3305,26.7,4.1,9.3,1.3,2.8,2.7,6.5,1.3,1.6,0.2,1.8,2.0,0.9,0.4,0.0,0.9,1.7,12.1
2999,Robert Hubbs\robert-hubbs-1,2014,2017,Tennessee,SEC,106,2826,26.7,3.9,8.8,3.3,7.0,0.5,1.9,1.6,2.1,1.2,2.3,3.5,1.2,0.5,0.2,1.0,1.6,9.9
3000,Larry Jackson\larry-jackson-1,2010,2011,Florida A&M,MEAC,61,1627,26.7,2.7,6.0,2.7,5.9,0.0,0.1,2.6,4.6,1.8,4.2,6.0,0.5,0.6,0.3,1.7,2.9,8.1
3001,Xavier Johnson\xavier-johnson-1,2013,2017,Colorado,Pac-12,127,3387,26.7,4.0,8.4,3.0,5.7,1.0,2.7,2.4,3.9,1.7,3.9,5.6,0.7,0.5,0.4,1.7,2.4,11.5
3002,Andrew Jones\andrew-jones-3,2017,2018,Texas,Big 12,43,1146,26.7,4.0,8.9,2.5,4.9,1.4,4.0,2.5,3.3,0.4,3.1,3.6,3.2,1.1,0.4,2.3,2.0,11.9
3003,Jeremiah Jones\jeremiah-jones-1,2013,2016,Duquesne,A-10,103,2755,26.7,2.5,6.4,1.8,4.1,0.7,2.4,1.6,2.4,1.3,2.7,4.0,2.0,0.5,0.1,1.3,1.9,7.4
3004,Carrington Love\carrington-love-1,2013,2016,Green Bay,Horizon,134,3575,26.7,3.1,7.9,1.9,4.1,1.2,3.7,2.1,3.3,0.5,2.0,2.5,2.7,1.5,0.2,1.5,1.9,9.6
3005,George Marshall\george-marshall-1,2013,2016,Total,Total,91,2429,26.7,3.3,8.5,1.5,3.8,1.8,4.6,1.6,2.1,0.1,2.3,2.4,1.9,0.5,0.0,1.2,1.8,10.0
3006,Shavar Newkirk\shavar-newkirk-1,2015,2018,Saint Joseph's,A-10,111,2966,26.7,3.4,8.7,2.5,5.8,0.9,2.8,3.1,4.2,0.6,2.4,3.0,3.0,1.0,0.2,1.6,1.3,10.7
3007,Tashan Newsome\tashan-newsome-1,2010,2013,Total,Total,66,1760,26.7,4.4,10.7,3.9,8.4,0.6,2.3,3.3,4.6,1.5,4.3,5.8,2.1,0.8,0.2,1.7,2.2,12.8
3008,Prentiss Nixon\prentiss-nixon-1,2016,2018,Colorado State,MWC,94,2508,26.7,3.6,9.5,1.9,4.7,1.6,4.9,2.5,3.1,0.2,2.3,2.6,1.7,0.8,0.1,1.5,2.5,11.3
3009,Paul Noonan\paul-noonan-1,2010,2011,Boise State,WAC,65,1737,26.7,3.0,7.0,1.0,1.9,2.0,5.1,1.4,1.7,0.5,2.9,3.4,1.8,0.8,0.2,1.6,2.2,9.4
3010,Mark Nwakamma\mark-nwakamma-1,2012,2015,Hartford,AEC,121,3235,26.7,4.9,9.7,4.6,8.7,0.3,1.0,2.6,3.9,1.6,3.7,5.2,1.7,1.0,0.6,2.8,3.3,12.8
3011,Darryl Palmer\darryl-palmer-1,2013,2016,South Carolina State,MEAC,124,3307,26.7,3.2,7.3,2.9,6.3,0.2,1.0,1.3,2.1,1.9,4.4,6.3,1.0,0.6,1.6,1.2,2.6,7.8
3012,Roderick Pearson\roderick-pearson-1,2010,2012,Oral Roberts,Summit,72,1919,26.7,2.6,5.9,2.0,4.2,0.5,1.7,1.3,1.8,0.6,2.0,2.6,3.2,0.9,0.1,2.2,3.0,6.9
3013,Greg Pryor\greg-pryor-1,2014,2017,Chattanooga,Southern,126,3366,26.7,2.8,7.0,1.7,3.5,1.2,3.5,2.7,3.5,0.5,1.8,2.3,2.7,1.3,0.1,2.0,2.5,9.5
3014,Kyisean Reed\kyisean-reed-1,2012,2013,Utah State,WAC,52,1386,26.7,4.0,6.6,4.0,6.6,0.0,0.0,2.7,4.1,2.0,3.5,5.5,0.9,0.9,1.3,1.4,3.0,10.7
3015,Justin Reynolds\justin-reynolds-1,2010,2011,Texas A&M-Corpus Christi,Southland,62,1657,26.7,3.8,8.1,3.5,6.6,0.4,1.4,2.2,3.6,1.8,4.9,6.7,1.2,1.1,1.0,2.1,2.9,10.3
3016,Cameron Rundles\cameron-rundles-1,2010,2011,Wofford,Southern,69,1842,26.7,3.2,7.6,1.7,3.8,1.5,3.8,2.4,3.6,0.5,2.7,3.2,1.9,0.9,0.1,1.3,1.8,10.2
3017,Markel Starks\markel-starks-1,2011,2014,Georgetown,Big East,126,3361,26.7,3.5,8.1,2.2,4.5,1.3,3.6,1.6,2.0,0.3,1.3,1.6,2.4,0.8,0.1,1.6,1.9,9.9
3018,Edward Stephens\edward-stephens-1,2015,2018,Total,Total,107,2852,26.7,3.7,9.0,1.6,3.4,2.1,5.6,1.4,1.8,0.5,1.9,2.3,1.6,0.8,0.0,1.1,1.5,10.8
3019,Alex Tyus\alex-tyus-1,2010,2011,Florida,SEC,70,1869,26.7,4.2,8.5,4.2,8.2,0.1,0.2,1.8,2.8,2.0,4.5,6.5,0.6,0.5,0.9,1.5,1.7,10.4
3020,Zarko Valjarevic\zarko-valjarevic-1,2012,2015,Maine,AEC,83,2213,26.7,3.1,8.1,1.0,2.2,2.2,5.9,0.9,1.3,0.3,1.5,1.8,1.1,0.6,0.0,1.1,1.5,9.4
3021,Christian Webster\christian-webster-1,2010,2013,Harvard,Ivy,117,3129,26.7,2.7,6.8,1.2,2.7,1.5,4.1,1.8,2.2,0.7,2.0,2.7,1.4,0.8,0.2,1.7,1.4,8.7
3022,AJ West\aj-west-1,2014,2016,Nevada,MWC,61,1626,26.7,3.4,7.0,3.4,7.0,0.0,0.0,3.0,4.7,4.9,4.2,9.0,0.4,0.4,2.4,1.9,2.6,9.9
3023,Mike Williams\mike-williams-8,2010,2011,Western Carolina,Southern,65,1737,26.7,4.7,11.4,3.5,7.9,1.2,3.5,2.2,3.0,0.9,2.3,3.2,3.0,1.7,0.1,2.4,2.7,12.7
3024,Johnny Wolf\johnny-wolf-1,2010,2010,North Carolina-Wilmington,CAA,31,827,26.7,2.2,5.9,1.0,2.6,1.2,3.3,2.3,2.5,0.4,1.8,2.2,2.2,0.5,0.1,1.8,1.0,7.9
3025,Sherrod Wright\sherrod-wright-1,2010,2014,George Mason,Total,132,3530,26.7,4.0,8.6,3.2,6.2,0.8,2.4,3.2,4.3,1.0,2.4,3.4,1.0,0.8,0.2,2.0,1.8,12.1
3026,Adama Adams\adama-louie-adams-1,2013,2014,South Carolina State,MEAC,55,1462,26.6,3.0,7.7,2.0,4.7,0.9,3.0,2.3,3.1,0.4,2.0,2.3,2.7,0.7,0.1,3.0,2.6,9.2
3027,Brandon Boggs\brandon-boggs-1,2011,2014,Western Carolina,Southern,135,3593,26.6,3.9,9.7,3.0,6.9,0.9,2.8,1.4,2.2,1.2,2.5,3.7,1.1,1.0,0.5,1.7,2.3,10.1
3028,Colin Borchert\colin-borchert-1,2013,2014,Mississippi State,SEC,62,1651,26.6,3.3,8.1,2.1,4.4,1.2,3.7,1.1,1.5,1.0,3.6,4.6,1.3,1.0,1.1,2.1,2.8,8.8
